matrix,scope,feature,week4_group,bucket,candidate,n_series,n_rows,n_models,mean_rel_naive,mean_mase,mean_mae,mean_pocid,rank_rel_naive
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Medium,transformer | with_mstl,331,686,2,0.9589913931786284,0.854515555028208,481.0024614939494,0.643768221574344,1.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Medium,mlforecast | with_mstl,331,1372,4,1.0589929448348845,0.9501918157373733,490.6128157637243,0.6534256559766763,2.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Medium,transformer | without_mstl,331,686,2,1.0709488425716267,1.0290944435183058,516.7371638950501,0.5942055393586005,3.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Medium,neuralforecast | without_mstl,331,1029,3,1.1099332915971167,1.0569609169729584,534.014353708063,0.5915937803692906,4.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Medium,neuralforecast | with_mstl,331,1029,3,1.1419201634824536,0.9769865882211911,535.9864469524744,0.6505102040816326,5.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Medium,statistical | without_mstl,331,1029,3,1.1932606729344741,1.0340564565059405,513.8508037763978,0.6236637512147716,6.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Medium,mlforecast | without_mstl,331,1372,4,1.2016449360197257,1.131732687880118,542.3434527388382,0.5658709912536443,7.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Medium,statistical | with_mstl,331,1029,3,1.2508850188190643,1.0683564615293863,522.0737849047661,0.6867103984450923,8.0
family_decomposition_all_models,feature_global,spectral_entropy,all,all,transformer | with_mstl,1986,4056,2,0.9865215489839497,0.9078410215922382,594.1993180240718,0.6037660256410257,1.0
family_decomposition_all_models,feature_global,spectral_entropy,all,all,transformer | without_mstl,1986,4056,2,1.0413761407644613,1.043123851845281,613.1643352598162,0.552912009642779,2.0
family_decomposition_all_models,feature_global,spectral_entropy,all,all,statistical | without_mstl,1986,6084,3,1.0470803650669787,0.9793022095603555,570.5257964140882,0.5137131090656731,3.0
family_decomposition_all_models,feature_global,spectral_entropy,all,all,mlforecast | with_mstl,1986,8112,4,1.0756697680865464,0.990430544539886,600.031327371071,0.6074231591058514,4.0
family_decomposition_all_models,feature_global,spectral_entropy,all,all,neuralforecast | without_mstl,1986,6084,3,1.080912106532737,1.0741192685787795,644.5089914935269,0.557137573964497,5.0
family_decomposition_all_models,feature_global,spectral_entropy,all,all,neuralforecast | with_mstl,1986,6084,3,1.0948105732348574,0.9724707572707988,625.4035784119727,0.610097523559062,6.0
family_decomposition_all_models,feature_global,spectral_entropy,all,all,statistical | with_mstl,1986,6084,3,1.133348414281317,1.010060646025163,604.5699101110362,0.6254131967272992,7.0
family_decomposition_all_models,feature_global,spectral_entropy,all,all,mlforecast | without_mstl,1986,8112,4,1.189828502012962,1.1328493557229193,621.8233478240171,0.5382132779969319,8.0
